epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc
21,0.3839205503463745,0.9375495863085118,0.9612856972159158,0.9118213759492236,0.9359004187994416,0.9773253318770097
22,0.3715689778327942,0.9388529978465374,0.9332065339002014,0.9453700555366655,0.9392489161646304,0.9777836702315176
23,0.3516489863395691,0.9285957157429445,0.9073575352795432,0.9546639465034569,0.9304098089031261,0.9775569578490702
24,0.3571650981903076,0.9347727530318486,0.9205218153913616,0.9517171030261816,0.9358595709111173,0.9780617665576311
25,0.34298959374427795,0.9431032528618384,0.9479775409648218,0.9376629264422532,0.9427920227920228,0.9789071994287545
26,0.33116236329078674,0.9442933242661227,0.9651162790697675,0.9219086478522045,0.9430177960697931,0.979529150682888
27,0.3300427794456482,0.9434999433299331,0.9687350263536176,0.9165816615663607,0.9419369867800361,0.9799242803636941
28,0.32531052827835083,0.9460500963391136,0.963599952880198,0.9271222940043069,0.9450092421441775,0.9801601390881141
29,0.3159154951572418,0.9452000453360535,0.952430315595485,0.9372095659072878,0.9447586403884605,0.9801348967257881
30,0.3116030991077423,0.9454833956704068,0.9475122395536832,0.9432165929955797,0.9453595365216404,0.9803326799479516
31,0.3115469217300415,0.94741017794401,0.9549383427451884,0.9391363481808909,0.9469714285714286,0.9809970101096239
32,0.30452603101730347,0.949336960217613,0.9647169147813855,0.9327893006913748,0.9484844992508932,0.981803840793068
33,0.2942453622817993,0.9481468888133288,0.9709385421629347,0.9239487702595489,0.9468610256112434,0.9824728083556563
34,0.29466181993484497,0.9480335486795874,0.9723948374760994,0.9222486682534285,0.9466581350706765,0.9829954151777044
35,0.2917366623878479,0.9493936302844838,0.9704556241101091,0.9270089538705656,0.9482348849342067,0.9835013093720755
36,0.2835104167461395,0.952000453360535,0.9663236669784846,0.936642865238581,0.951251798561151,0.9839728598230988
37,0.2792961597442627,0.9534738750991726,0.9660997204100652,0.9399297291170804,0.9528350663526167,0.984479460546695
38,0.2754955589771271,0.9539272356341381,0.968421052631579,0.9384563073784427,0.9532032464168537,0.9850154271940965
39,0.27330726385116577,0.9533605349654313,0.9716981132075472,0.9339227020287884,0.9524359937583078,0.9855118282048753
40,0.2713819146156311,0.9515470928255695,0.9742857142857143,0.9275756545392724,0.9503570806479708,0.9859306009227606
41,0.2713257670402527,0.9523971438286297,0.9746699964323938,0.9289357361441687,0.9512534818941504,0.9864041232326219
42,0.2643091678619385,0.9561373682420945,0.9733035399270845,0.9380029468434773,0.9553272538381623,0.9869382400580515
43,0.26013076305389404,0.9573274396463788,0.9711583372255955,0.9426498923268729,0.956691781215851,0.98745867590848
44,0.2588965594768524,0.9580074804488269,0.970979020979021,0.944236654199252,0.9574211342871919,0.987909627821086
45,0.256562739610672,0.9568740791114133,0.9740122295390404,0.9387963277796668,0.9560801061926473,0.9881997479900175
46,0.2509903907775879,0.955173977105293,0.9767331433998101,0.9325626204238922,0.9541369513538587,0.9884249959300706
47,0.25000232458114624,0.9555706675733877,0.9773186082413015,0.9327893006913748,0.9545349106935745,0.988787252732916
48,0.24802717566490173,0.9574407797801201,0.9756068819231676,0.9383429672447013,0.9566121670807095,0.9892552384228475
49,0.24381422996520996,0.9594242321205939,0.9713920223281777,0.9467301371415618,0.9589025370221559,0.9897326787584135
50,0.2431354522705078,0.9591975518531112,0.9719277810133955,0.9457100759378896,0.9586397058823529,0.9900096639067452
51,0.24066917598247528,0.9590275416524991,0.975240553860596,0.9419698515244248,0.958316517728452,0.9901675988805956
52,0.23500367999076843,0.9578941403150856,0.9791271347248577,0.9357361441686501,0.9569400173862649,0.9902977865248666
53,0.23557569086551666,0.9577241301144735,0.9799168152109329,0.9346027428312366,0.9567235178094906,0.9905305879046384
54,0.23363567888736725,0.9595942423212059,0.9780712096203725,0.9402697495183044,0.9587980352499278,0.9908540177150514
55,0.2283213883638382,0.9609543239261022,0.9755612722170253,0.9455967358041483,0.9603453237410072,0.9911743452198656
56,0.22841261327266693,0.9619743851297744,0.9751690370715784,0.9480902187464582,0.9614389977587495,0.9914123556469265
57,0.22544337809085846,0.9618043749291624,0.9767169767169768,0.9461634364728551,0.9611974668969487,0.9915429736317255
58,0.22444695234298706,0.9606709735917488,0.9781202211504529,0.9424232120593903,0.9599399676749019,0.9916521837809948
59,0.221768319606781,0.9606709735917488,0.979360773676141,0.9411764705882353,0.9598890301699226,0.9917967203915343
60,0.22108228504657745,0.9614076844610676,0.9777047641398733,0.9443499943329933,0.9607379648313635,0.9920108180158118
61,0.21955309808254242,0.9635044769352827,0.976021417762775,0.9503570214212853,0.9630182611691742,0.9922881692747422
62,0.2171320766210556,0.9637878272696362,0.9763678696158323,0.950583701688768,0.9633032791592488,0.992432230583803
63,0.21649904549121857,0.9624277456647399,0.977751756440281,0.9463901167403378,0.9618153544894316,0.992520232010324
64,0.21458257734775543,0.9624277456647399,0.9798870853916726,0.944236654199252,0.9617316017316018,0.9926097364171973
65,0.2141072154045105,0.9630511164003174,0.9787882339153873,0.9466167970078204,0.9624337404932012,0.9927897407948526
66,0.21241194009780884,0.9637311572027655,0.9776999416228839,0.9491102799501303,0.9631930066712675,0.9929592821169784
67,0.2108028382062912,0.964524538138955,0.9775136898520331,0.9509237220899921,0.9640353900953694,0.9930739967712129
68,0.2101466953754425,0.9639578374702482,0.9784921098772648,0.9487702595489063,0.963402002531937,0.9930836954905798
69,0.20863206684589386,0.9635044769352827,0.9798193124486683,0.9465034568740791,0.9628732849071832,0.9931147763535048
70,0.20751579105854034,0.9647512184064377,0.9787507297139522,0.9501303411538026,0.9642282033586381,0.9932463899022125
71,0.20462603867053986,0.9656579394763686,0.9782330345710627,0.952510483962371,0.9652004134604342,0.9933825958908853
72,0.20638003945350647,0.9658846197438513,0.9782431646305992,0.9529638444973365,0.9654380525892755,0.9934924676084289
73,0.20345833897590637,0.9649212286070498,0.9798783341132429,0.949336960217613,0.9643658971849635,0.9935366834919537
74,0.2034635692834854,0.9654312592088858,0.9800116890707189,0.9502436812875439,0.9648981470825181,0.9936352957028418
75,0.20163366198539734,0.9665079904794288,0.979161816065192,0.9533038648985606,0.9660598403491644,0.9937471713941887
76,0.20081381499767303,0.9667346707469114,0.9788372093023255,0.9540972458347501,0.9663089020260575,0.9938450899218372
77,0.1999756395816803,0.9661679700782047,0.9794823968290977,0.9522838036948884,0.9656916269179933,0.9939061597388844
78,0.1988638937473297,0.9656012694094979,0.9808052434456929,0.9497903207525785,0.9650486554960558,0.9939290512857877
79,0.19906148314476013,0.9665079904794288,0.9796084828711256,0.9528505043635952,0.9660442401608733,0.9939972377790324
80,0.19769993424415588,0.9675847217499717,0.978097114381736,0.95659072877706,0.9672243868897548,0.9940762855533695
81,0.19568030536174774,0.9675847217499717,0.9790965044710255,0.9555706675733877,0.9671905472066078,0.9940836206113279
82,0.19538070261478424,0.9656579394763686,0.9813708260105448,0.949336960217613,0.9650881437953681,0.9940366364178381
83,0.19457340240478516,0.9649778986739205,0.9817968291250734,0.9475235180777514,0.9643557503748991,0.994016982059386
84,0.19392557442188263,0.9674147115493597,0.9803167947822036,0.9539839057010088,0.9669711068987306,0.9940558925507272
85,0.19233016669750214,0.9680947523518078,0.9793407613741876,0.9563640485095772,0.9677160387636906,0.9940733245536157
86,0.19219519197940826,0.9670746911481356,0.9803030303030303,0.9533038648985606,0.9666149514451531,0.9940513258027337
87,0.19078999757766724,0.9665079904794288,0.9823060698382939,0.9501303411538026,0.965950337039811,0.9940433484454797
88,0.19075775146484375,0.9667913408137822,0.9819777647747221,0.9510370622237334,0.9662597881160755,0.9941023885967518
89,0.18990688025951385,0.9692281536892213,0.9794996525364836,0.9585175110506631,0.9688949991407458,0.994212375928169
90,0.1896001100540161,0.9685481128867732,0.9795823665893272,0.9570440893120253,0.9681820787708536,0.9942514791092989
91,0.18777157366275787,0.9668480108806529,0.9825445173383318,0.950583701688768,0.9662999020680915,0.9942481841139112
92,0.1867886781692505,0.9663946503456874,0.982981220657277,0.9492236200838717,0.9658075304157296,0.9942813396035618
93,0.18752054870128632,0.9688881332879973,0.9803762192289828,0.956930749178284,0.9685116145683969,0.9943847626361757
94,0.1844101995229721,0.9693414938229628,0.9802829969844583,0.9579508103819563,0.9689882487818859,0.9944435265987508
95,0.18537980318069458,0.9684347727530318,0.982151189920672,0.9542105859684914,0.9679793043978154,0.9944652555839285
96,0.18515048921108246,0.9675847217499717,0.9830230652148461,0.9516037628924402,0.967058281501958,0.9944844796018525
97,0.1844198852777481,0.9690014734217386,0.9814987200372353,0.9560240281083532,0.9685939025090429,0.9945392099248499
98,0.18247108161449432,0.9695681740904454,0.9808495821727019,0.9578374702482149,0.9692069499397902,0.994587639291755
99,0.18336142599582672,0.9690014734217386,0.9821719878816126,0.955343987305905,0.9685722493536341,0.9946108455653132
100,0.18189401924610138,0.9680947523518078,0.98326702550901,0.9523971438286297,0.9675859289538834,0.9946373404112662
101,0.1812938153743744,0.9700782046922816,0.9825479930191972,0.9571574294457668,0.9696865311746469,0.9947199914846528
102,0.17978273332118988,0.9712116060296951,0.980469201433029,0.9615776946616797,0.9709315632867933,0.9947953139230743
103,0.1809719353914261,0.9703615550266349,0.9821096654275093,0.9581774906494389,0.9699959841661407,0.9948091618958922
104,0.1787908673286438,0.9693414938229628,0.983084461035931,0.9551173070384223,0.9688991089393504,0.9948119558978291
105,0.1795206516981125,0.9709849257622124,0.9823563551944283,0.9591975518531112,0.9706388347287533,0.9948789734063554
106,0.1784258633852005,0.9718916468321432,0.9808291950571659,0.9625977558653519,0.9716279601876215,0.9949336138074515
107,0.17857737839221954,0.9695115040235748,0.9832030794354368,0.955343987305905,0.9690733501954473,0.9948976000859345
108,0.17749296128749847,0.9694548339567041,0.9839915868193503,0.9544372662359741,0.9689891260571889,0.9949011776930123
109,0.1775166243314743,0.971948316899014,0.9821676702176934,0.961351014394197,0.9716478607022166,0.9949692742643558
110,0.17676162719726562,0.9721749971664967,0.9817298797409806,0.9622577354641279,0.9718962852727376,0.9950042795759783
111,0.1760925054550171,0.9701348747591522,0.9837881968742711,0.9560240281083532,0.9697074208196815,0.9949708093596727
112,0.17554374039173126,0.9697381842910575,0.9842271293375394,0.9547772866371982,0.9692785640317569,0.9949703918651305
113,0.17503367364406586,0.9720616570327553,0.9817256534813786,0.9620310551966451,0.9717785791974355,0.9950542055002426
114,0.17461882531642914,0.9722316672333673,0.98128681991452,0.9628244361328346,0.9719679633867276,0.995080764576125
115,0.17500828206539154,0.9706449053609884,0.9839179582799208,0.956930749178284,0.9702367271891519,0.9950373644127061
116,0.17477953433990479,0.9704748951603763,0.9840251865671642,0.9564773886433185,0.9700557503304787,0.9950657411955957
117,0.17532552778720856,0.9725150175677207,0.9816312384473198,0.9630511164003174,0.9722524171863379,0.9951540445027858
118,0.17459630966186523,0.9725150175677207,0.9817425467991681,0.962937776266576,0.9722492418607313,0.9952080361815928
119,0.1725533902645111,0.9705315652272469,0.9839142091152815,0.9567040689108013,0.9701183771980232,0.9951960572997258
120,0.1738319844007492,0.9707582454947297,0.9836962850821008,0.9573841097132495,0.9703618609994256,0.9952229118332843
121,0.17284026741981506,0.9721749971664967,0.982175925925926,0.9618043749291624,0.9718834106396381,0.9952905844870923
122,0.17255717515945435,0.9718349767652725,0.9821635394950197,0.9611243341267143,0.9715300452540528,0.9953021972583608
123,0.1732172966003418,0.9709849257622124,0.9846064139941691,0.956930749178284,0.9705713300379354,0.9952607304158224
124,0.17125681042671204,0.9716649665646605,0.9840642084448064,0.9588575314518871,0.9712973593570609,0.9952581804876179
125,0.17166094481945038,0.9724016774339793,0.9826308476146364,0.9618043749291624,0.972106077094908,0.9952457648422297
126,0.1714952141046524,0.9718349767652725,0.9836198884758365,0.9596509123880766,0.971487579599564,0.9952242606618054
127,0.17013943195343018,0.9710415958290831,0.9841565703634669,0.9574974498469908,0.9706439937955995,0.9951929935320848
128,0.17059476673603058,0.9721749971664967,0.9829584975654997,0.961010993992973,0.9718608516247349,0.9951913685148661
129,0.17023396492004395,0.972288337300238,0.9825150532654007,0.9616910347954211,0.9719915229967352,0.9951811623790556
130,0.1701875627040863,0.9717216366315312,0.9831669375435338,0.9598775926555594,0.9713826919768309,0.995195537037296
131,0.1694622039794922,0.9709849257622124,0.9843804639235342,0.9571574294457668,0.9705780944718998,0.9952359119710318
132,0.16934284567832947,0.9718349767652725,0.9838447233844724,0.9594242321205939,0.9714810351753027,0.9953169829881509
133,0.1693596988916397,0.9725150175677207,0.982970342910102,0.9616910347954211,0.9722142652535091,0.9953863898500576
134,0.16898460686206818,0.9717783066984019,0.9840679148738225,0.9590842117193699,0.9714154517277006,0.9953980540052699
135,0.16945287585258484,0.9720616570327553,0.9840771734077174,0.9596509123880766,0.971710564067252,0.995421266701821
136,0.16907458007335663,0.9727983679020741,0.9827566253905798,0.9624844157316106,0.9725148877691251,0.9954473312072456
137,0.16862468421459198,0.971948316899014,0.9835113794705063,0.9599909327893007,0.9716088328075709,0.9954267647837932
138,0.16870532929897308,0.9714949563640485,0.9847354928920997,0.9578374702482149,0.9711002585463947,0.9954177533246729
139,0.16819432377815247,0.9722316672333673,0.9834087481146304,0.9606709735917488,0.9719068914115354,0.9954533559746405
140,0.16800950467586517,0.9720616570327553,0.983739837398374,0.9599909327893007,0.971720300579361,0.9954777697708749
141,0.16816750168800354,0.9724016774339793,0.9843132698117593,0.960104272923042,0.9720580641459636,0.9955304511591184
142,0.167577862739563,0.9726850277683328,0.9837605846189538,0.9612376742604556,0.9723687227700069,0.9955758552963402
143,0.16756212711334229,0.973535078771393,0.9827825283106079,0.9639578374702482,0.9732791669050752,0.9956201161408155
144,0.1672201305627823,0.9712682760965657,0.9843895619757689,0.9577241301144735,0.970873786407767,0.9956027676368353
145,0.1661827266216278,0.9727416978352035,0.9835381405054486,0.9615776946616797,0.9724339503696486,0.9956411899807116
146,0.16709581017494202,0.9730817182364275,0.9832137068765918,0.9625977558653519,0.9727965179542981,0.9956241690493722
147,0.16728083789348602,0.971948316899014,0.9841860465116279,0.9593108919868526,0.9715892785398611,0.9956033200142297
148,0.1665302813053131,0.9712682760965657,0.9849545136459062,0.9571574294457668,0.9708570443179858,0.9956107128791246
149,0.16591474413871765,0.972288337300238,0.9835228591320492,0.9606709735917488,0.9719626168224299,0.9956567785846213
150,0.16631251573562622,0.9731950583701688,0.9831057625549642,0.962937776266576,0.9729172630976238,0.9956793618278624
151,0.16599541902542114,0.9723450073671087,0.9834125971465028,0.9608976538592315,0.9720247649621646,0.9956666507247981
152,0.16642802953720093,0.9717783066984019,0.9846315054139015,0.9585175110506631,0.9713990351481737,0.9956076619574695
153,0.16622646152973175,0.973705088972005,0.982900057770075,0.964184517737731,0.9734523400846778,0.9956230514485975
154,0.16619707643985748,0.9727416978352035,0.983762468104848,0.961351014394197,0.9724276296933219,0.9956096209703218
155,0.1659710705280304,0.9722316672333673,0.9844204162306709,0.9596509123880766,0.9718778696051423,0.9956138280307095
156,0.1655833125114441,0.9737617590388756,0.9833487511563367,0.9638444973365069,0.9734989411023982,0.9956732407155733
157,0.16488222777843475,0.9735917488382636,0.9835667168151834,0.9632777966678001,0.973316536875859,0.9957187411976897
158,0.16504299640655518,0.9718916468321432,0.9850867994873588,0.9582908307831803,0.9715040790532,0.9957268213228311
159,0.16656619310379028,0.9743851297744531,0.9830351990767455,0.9654312592088858,0.9741537053979872,0.995778359418328
160,0.16528238356113434,0.9734784087045223,0.9832272990167727,0.9633911368015414,0.9732081520494619,0.9958023621430131
161,0.16495700180530548,0.9720049869658847,0.9847514841112792,0.9588575314518871,0.9716320202136213,0.9958121828992462
162,0.1644974797964096,0.9737617590388756,0.9833487511563367,0.9638444973365069,0.9734989411023982,0.9958536497417846
163,0.1638425886631012,0.9746684801088066,0.9831564374711583,0.9658846197438513,0.9744439997713109,0.9958564052057639
164,0.1645425707101822,0.9731950583701688,0.9842263975875667,0.9618043749291624,0.9728862138148466,0.9958194922652326
165,0.16499105095863342,0.9721749971664967,0.9848696461824954,0.9590842117193699,0.9718059144415734,0.9957939544452307
166,0.164460688829422,0.9744417998413238,0.9827029520295203,0.9658846197438513,0.974221206058874,0.9958279577699518
167,0.1638595461845398,0.9742151195738411,0.9829178208679594,0.9652045789414031,0.9739806713558643,0.9958321262923817
168,0.16408228874206543,0.9720049869658847,0.984638659373909,0.9589708715856284,0.9716352779053744,0.9958090613246685
169,0.1638747602701187,0.9736484189051343,0.983121387283237,0.9638444973365069,0.9733875121616208,0.9958533799760805
170,0.16299325227737427,0.9746684801088066,0.9828222273460918,0.9662246401450754,0.9744527633308567,0.9958693154216098
171,0.16376781463623047,0.9731950583701688,0.9837775202780996,0.9622577354641279,0.9728986420672664,0.9958510548526296
172,0.16339564323425293,0.9732517284370396,0.9837793998377939,0.9623710755978692,0.9729574882548413,0.995850528167207
173,0.1627293974161148,0.9739317692394877,0.9829079570389191,0.9646378782726963,0.9736872211417458,0.9958477020503053
174,0.16237600147724152,0.9733650685707809,0.9835591061711242,0.9628244361328346,0.9730813287514318,0.9958439831373828
175,0.16263988614082336,0.9723450073671087,0.9845366817811882,0.959764252521818,0.9719926538108357,0.995827944923966
176,0.16223131120204926,0.9740451093732291,0.9829119039371897,0.964864558540179,0.973804621368108,0.9958681657058702
177,0.16224098205566406,0.9743851297744531,0.982478386167147,0.9659979598775926,0.9741684763973025,0.9958858482054845
178,0.16290703415870667,0.9728550379689448,0.983541956420955,0.9618043749291624,0.9725517162340267,0.9958873062248859
179,0.1614750772714615,0.9734217386376516,0.9832253586302637,0.9632777966678001,0.9731493673784851,0.9959201534108746
180,0.16232705116271973,0.9737617590388756,0.9827904827904828,0.9644111980052137,0.9735141010239688,0.9959596291255962
181,0.16194123029708862,0.9731950583701688,0.9849012775842044,0.9611243341267143,0.9728675500487581,0.9959468987535528
182,0.16256779432296753,0.9735917488382636,0.9831194357729217,0.9637311572027655,0.9733287545787546,0.9959551715684828
183,0.16185805201530457,0.9748951603762892,0.9826076940797052,0.9669046809475235,0.9746929448728935,0.9959501359420037
184,0.16163846850395203,0.9730817182364275,0.984110415216887,0.9616910347954211,0.9727715677844655,0.9959209691309805
185,0.16112764179706573,0.9734784087045223,0.9835629123741174,0.9630511164003174,0.9731989462833581,0.9959208792090789
186,0.16150790452957153,0.9746118100419359,0.982153137593552,0.9667913408137822,0.9744116975097098,0.9959271416272131
187,0.16185887157917023,0.9737617590388756,0.9833487511563367,0.9638444973365069,0.9734989411023982,0.9959218362350295
188,0.1614530086517334,0.9732517284370396,0.9847904330662951,0.961351014394197,0.9729295710025235,0.9959115787152751
189,0.1616095006465912,0.9745551399750652,0.9819290976058932,0.9669046809475235,0.9743589743589743,0.9959500331741162
190,0.16172219812870026,0.973705088972005,0.9831233383423882,0.9639578374702482,0.973446263019343,0.9959395636955943
191,0.1610240936279297,0.973535078771393,0.9832292389544298,0.9635044769352827,0.9732669299902684,0.9959380350232704
192,0.1604958027601242,0.9742151195738411,0.9826949700046147,0.9654312592088858,0.9739866216911555,0.9959579848393987
193,0.16062164306640625,0.9744417998413238,0.9825916532165091,0.9659979598775926,0.9742241527118934,0.9959667072638358
194,0.15995238721370697,0.9738184291057463,0.9841343370005791,0.9631644565340587,0.9735364875701684,0.9959777034277804
195,0.16052651405334473,0.9739884393063584,0.9834682080924856,0.964184517737731,0.9737308991014708,0.9959983148121834
196,0.1613161563873291,0.9747818202425479,0.9823813910640258,0.9669046809475235,0.9745815959330554,0.9960431344570463
197,0.16083884239196777,0.9735917488382636,0.9839027214823394,0.962937776266576,0.9733073662504296,0.9960564364754628
198,0.16097614169120789,0.9741017794400998,0.9833602958169633,0.964524538138955,0.9738513474852664,0.9960709652855345
199,0.160508394241333,0.9745551399750652,0.9825956662056247,0.9662246401450754,0.974341390936625,0.9960749732331402
200,0.1603401154279709,0.9740451093732291,0.9834701190613802,0.9642978578714723,0.973789630307886,0.9960544967315894
